Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2015,State,29,Missouri,All,688180,11501582,5.98,"",-0.66,62831,9.13,"",0.41
2015,State,29,Missouri,FFS,688180,11501582,5.98,"",-0.66,62831,9.13,"",0.41
2015,State,29,Missouri,MC,0,0,"","","",0,"","",""
2015,State,30,Montana,All,91586,1218812,7.51,"",-0.64,10294,11.24,"",-0.12
2015,State,30,Montana,FFS,91586,1218812,7.51,"",-0.64,10294,11.24,"",-0.12
2015,State,30,Montana,MC,0,0,"","","",0,"","",""
2015,State,31,Nebraska,All,124394,2179658,5.71,"",-0.46,12634,10.16,"",0.7
2015,State,31,Nebraska,FFS,121332,2074876,5.85,"",-0.48,12560,10.35,"",0.63
2015,State,31,Nebraska,MC,3062,104782,2.92,"",-0.5,74,2.42,"",1.27
2015,State,32,Nevada,All,543108,6116148,8.88,"",-0.94,48714,8.97,"",0.18
2015,State,32,Nevada,FFS,224882,2457035,9.15,"",-0.59,26784,11.91,"",-0.19
2015,State,32,Nevada,MC,318226,3659113,8.7,"",-1.21,21930,6.89,"",1.36
2015,State,33,"New Hampshire",All,114119,1855673,6.15,"",-0.13,13929,12.21,"",-1.93
2015,State,33,"New Hampshire",FFS,12321,204253,6.03,"",-0.19,1126,9.14,"",-2.06
2015,State,33,"New Hampshire",MC,101798,1651420,6.16,"",-0.13,12803,12.58,"",-2.08
2015,State,34,"New Jersey",All,896657,18392224,4.88,"",-0.2,74316,8.29,"",-0.11
2015,State,34,"New Jersey",FFS,39876,791441,5.04,"",-0.38,8072,20.24,"",-0.91
2015,State,34,"New Jersey",MC,856781,17600783,4.87,"",-0.19,66244,7.73,"",0.24
2015,State,35,"New Mexico",All,374578,5416924,6.92,"",-0.89,17123,4.57,"",-1.28
2015,State,35,"New Mexico",FFS,15923,157328,10.12,"",0.61,384,2.41,"",0.24
2015,State,35,"New Mexico",MC,358655,5259596,6.82,"",-0.95,16739,4.67,"",-1.3
2015,State,36,"New York",All,2050749,63418188,3.23,"",-0.02,180556,8.8,"",-0.33
2015,State,36,"New York",FFS,144005,7422510,1.94,"",-0.1,18750,13.02,"",-1.96
2015,State,36,"New York",MC,1906744,55995678,3.41,"",-0.01,161806,8.49,"",-0.15
2015,State,37,"North Carolina",All,1154370,16383622,7.05,"",-0.28,107551,9.32,"",0.14
2015,State,37,"North Carolina",FFS,1154370,16383622,7.05,"",-0.28,107551,9.32,"",0.14
2015,State,37,"North Carolina",MC,0,0,"","","",0,"","",""
2015,State,38,"North Dakota",All,63279,913341,6.93,"",-0.37,5032,7.95,"",0.26
2015,State,38,"North Dakota",FFS,31680,550349,5.76,"",-0.67,2572,8.12,"",0.04
2015,State,38,"North Dakota",MC,31599,362992,8.71,"",-1.25,2460,7.79,"",0.88
2015,State,39,Ohio,All,2433474,39561885,6.15,"",-0.98,124156,5.1,"",-0.19
2015,State,39,Ohio,FFS,240476,5048778,4.76,"",-0.9,21087,8.77,"",-0.29
2015,State,39,Ohio,MC,2192998,34513107,6.35,"",-1.06,103069,4.7,"",-0.06
2015,State,40,Oklahoma,All,446323,5846998,7.63,"",-0.7,37769,8.46,"",1.41
2015,State,40,Oklahoma,FFS,446323,5846998,7.63,"",-0.7,37769,8.46,"",1.41
2015,State,40,Oklahoma,MC,0,0,"","","",0,"","",""
2015,State,41,Oregon,All,823688,9713026,8.48,"",-0.97,63924,7.76,"",-0.17
2015,State,41,Oregon,FFS,55484,2191376,2.53,"",-0.69,4530,8.16,"",0.74
2015,State,41,Oregon,MC,768204,7521650,10.21,"",-1.36,59394,7.73,"",-0.25
2015,State,42,Pennsylvania,All,1743650,29018034,6.01,"",-0.36,151015,8.66,"",-0.32
2015,State,42,Pennsylvania,FFS,57668,1374755,4.19,"",0.21,5480,9.5,"",-6.59
2015,State,42,Pennsylvania,MC,1685982,27643279,6.1,"",-0.41,145535,8.63,"",-0.1
2015,State,44,"Rhode Island",All,156807,3211987,4.88,"",-0.75,10165,6.48,"",0.42
2015,State,44,"Rhode Island",FFS,8326,241965,3.44,"",-0.89,935,11.23,"",1.15
2015,State,44,"Rhode Island",MC,148481,2970022,5,"",-0.77,9230,6.22,"",0.5
2015,State,45,"South Carolina",All,432594,6618502,6.54,"",-0.57,27454,6.35,"",0.47
2015,State,45,"South Carolina",FFS,50369,1182900,4.26,"",-0.49,4031,8,"",0.98
2015,State,45,"South Carolina",MC,382225,5435602,7.03,"",-0.59,23423,6.13,"",0.41
2015,State,46,"South Dakota",All,53083,875406,6.06,"",-0.66,4961,9.35,"",1.47
2015,State,46,"South Dakota",FFS,53083,875406,6.06,"",-0.66,4961,9.35,"",1.47
2015,State,46,"South Dakota",MC,0,0,"","","",0,"","",""
2015,State,47,Tennessee,All,1018415,13081374,7.79,"",0.14,69553,6.83,"",-1.04
2015,State,47,Tennessee,FFS,1018415,12599987,8.08,"",0.16,69553,6.83,"",-1.04
2015,State,47,Tennessee,MC,0,481387,0,"",0,0,"","",""
2015,State,48,Texas,All,1217575,31697280,3.84,"",-0.67,59782,4.91,"",0.62
2015,State,48,Texas,FFS,69824,4048393,1.72,"",-0.82,3055,4.38,"",-0.96
2015,State,48,Texas,MC,1147751,27648887,4.15,"",-0.77,56727,4.94,"",0.77
2015,State,49,Utah,All,217098,2810261,7.73,"",-0.34,23770,10.95,"",1
2015,State,49,Utah,FFS,66189,1307250,5.06,"",-1.01,6976,10.54,"",0.56
2015,State,49,Utah,MC,150909,1503011,10.04,"",0.2,16794,11.13,"",1.2
2015,State,50,Vermont,All,110808,1576744,7.03,"",-1.11,15465,13.96,"",-0.19
2015,State,50,Vermont,FFS,110808,1576744,7.03,"",-1.11,15465,13.96,"",-0.19
2015,State,50,Vermont,MC,0,0,"","","",0,"","",""
2015,State,51,Virginia,All,583116,10186332,5.72,"",-0.62,42311,7.26,"",-0.26
2015,State,51,Virginia,FFS,55572,1621381,3.43,"",-0.51,4140,7.45,"",-2.51
2015,State,51,Virginia,MC,527544,8564951,6.16,"",-0.79,38171,7.24,"",0.08
2015,State,53,Washington,All,1136474,14016747,8.11,"",-0.89,106143,9.34,"",0.18
2015,State,53,Washington,FFS,174035,1709226,10.18,"",-0.44,12464,7.16,"",-1.16
2015,State,53,Washington,MC,962439,12307521,7.82,"",-0.9,93679,9.73,"",0.39
2015,State,54,"West Virginia",All,520370,9293729,5.6,"",-1.3,25575,4.91,"",0.66
2015,State,54,"West Virginia",FFS,364476,6246606,5.83,"",-1.36,20427,5.6,"",0.93
2015,State,54,"West Virginia",MC,155894,3047123,5.12,"",-0.74,5148,3.3,"",0.89
2015,State,55,Wisconsin,All,962286,11306189,8.51,"",-0.35,146248,15.2,"",1.04
2015,State,55,Wisconsin,FFS,957134,11225645,8.53,"",-0.34,144902,15.14,"",1.05
2015,State,55,Wisconsin,MC,5152,80544,6.4,"",-1.37,1346,26.13,"",1.18
2015,State,56,Wyoming,All,39088,534212,7.32,"",-0.48,3792,9.7,"",-0.49
2015,State,56,Wyoming,FFS,39088,534212,7.32,"",-0.48,3792,9.7,"",-0.49
2015,State,56,Wyoming,MC,0,0,"","","",0,"","",""
2014,National,"",National,All,37014898,571877738,6.47,"",-0.13,2767969,7.48,"",-0.3
2014,National,"",National,FFS,15303765,239577769,6.39,"",-0.06,1279499,8.36,"",-0.42
2014,National,"",National,MC,21711133,332299969,6.53,"",-0.21,1488470,6.86,"",-0.06
2014,State,01,Alabama,All,457095,7225656,6.33,"",0.29,20284,4.44,"",0.11
2014,State,01,Alabama,FFS,457095,7225656,6.33,"",0.29,20284,4.44,"",0.11
2014,State,01,Alabama,MC,0,0,"","","",0,"","",""
2014,State,02,Alaska,All,73636,933039,7.89,"",0.23,8657,11.76,"",-0.37
2014,State,02,Alaska,FFS,73636,933039,7.89,"",0.23,8657,11.76,"",-0.37
2014,State,02,Alaska,MC,0,0,"","","",0,"","",""
2014,State,04,Arizona,All,1183532,12965244,9.13,"",0.06,121085,10.23,"",-0.64
2014,State,04,Arizona,FFS,17440,109010,16,"",1.2,1465,8.4,"",-1.12
2014,State,04,Arizona,MC,1166092,12856234,9.07,"",0.03,119620,10.26,"",-0.62
2014,State,05,Arkansas,All,373458,5019643,7.44,"",0.82,15295,4.1,"",-0.29
2014,State,05,Arkansas,FFS,373458,5019643,7.44,"",0.82,15295,4.1,"",-0.29
2014,State,05,Arkansas,MC,0,0,"","","",0,"","",""
2014,State,06,California,All,3968627,62811331,6.32,"",0.14,252814,6.37,"",-1.19
2014,State,06,California,FFS,1430279,24973565,5.73,"",0.35,122072,8.53,"",-1.98
2014,State,06,California,MC,2538348,37837766,6.71,"",-0.06,130742,5.15,"",-0.68
2014,State,08,Colorado,All,792615,7143629,11.1,"",0.04,65204,8.23,"",-1.3
2014,State,08,Colorado,FFS,792615,7143629,11.1,"",0.04,65204,8.23,"",-1.3
2014,State,08,Colorado,MC,0,0,"","","",0,"","",""
2014,State,09,Connecticut,All,558385,8285804,6.74,"",-0.28,53120,9.51,"",0.42
2014,State,09,Connecticut,FFS,558385,8285804,6.74,"",-0.28,53120,9.51,"",0.42
2014,State,09,Connecticut,MC,0,0,"","","",0,"","",""
2014,State,10,Delaware,All,182877,2317320,7.89,"",-0.33,30850,16.87,"",-0.07
2014,State,10,Delaware,FFS,182877,2150003,8.51,"",-0.24,30850,16.87,"",-0.07
2014,State,10,Delaware,MC,0,167317,0,"",0,0,"","",""
2014,State,11,"District of Columbia",All,113314,2219032,5.11,"",-0.22,5963,5.26,"",0.16
2014,State,11,"District of Columbia",FFS,47980,857831,5.59,"",0.04,4458,9.29,"",0.71
2014,State,11,"District of Columbia",MC,65334,1361201,4.8,"",-0.36,1505,2.3,"",-0.04
2014,State,12,Florida,All,1512996,27494170,5.5,"",-0.13,126517,8.36,"",0.28
2014,State,12,Florida,FFS,479040,10217124,4.69,"",-0.41,34716,7.25,"",-0.35
2014,State,12,Florida,MC,1033956,17277046,5.98,"",-0.45,91801,8.88,"",0.22
2014,State,13,Georgia,All,1060821,15929791,6.66,"",-0.23,52746,4.97,"",0.19
2014,State,13,Georgia,FFS,575053,7633101,7.53,"",-0.26,42927,7.46,"",0.33
2014,State,13,Georgia,MC,485768,8296690,5.86,"",-0.15,9819,2.02,"",0.2
2014,State,15,Hawaii,All,172816,2337189,7.39,"",-0.59,18806,10.88,"",0.24
2014,State,15,Hawaii,FFS,"",9206,"","","","","","",""
2014,State,15,Hawaii,MC,"",2327983,"","","","","","",""
2014,State,16,Idaho,All,170663,2168150,7.87,"",-0.41,15795,9.26,"",0.1
2014,State,16,Idaho,FFS,170663,2168150,7.87,"",-0.41,15795,9.26,"",0.1
2014,State,16,Idaho,MC,0,0,"","","",0,"","",""
2014,State,17,Illinois,All,1163492,19275809,6.04,"",0.36,42968,3.69,"",-0.47
2014,State,17,Illinois,FFS,870764,13960806,6.24,"",0.45,29200,3.35,"",-0.44
2014,State,17,Illinois,MC,292728,5315003,5.51,"",0.64,13768,4.7,"",-2.9
2014,State,18,Indiana,All,883752,10952185,8.07,"",-0.65,69180,7.83,"",-0.73
2014,State,18,Indiana,FFS,883469,10757326,8.21,"","",69180,7.83,"",""
2014,State,18,Indiana,MC,283,194859,0.15,"","",0,0,"",""
2014,State,19,Iowa,All,364662,5597028,6.52,"",0.49,23075,6.33,"",-0.48
2014,State,19,Iowa,FFS,"",5539749,"","","","","","",""
2014,State,19,Iowa,MC,"",57279,"","","","","","",""
2014,State,20,Kansas,All,435071,5916227,7.35,"",0.05,43870,10.08,"",1.61
2014,State,20,Kansas,FFS,292,12297,2.37,"",-2.65,23,7.88,"",-5.78
2014,State,20,Kansas,MC,434779,5903930,7.36,"",-0.12,43847,10.08,"",1.88
2014,State,21,Kentucky,All,440014,8771954,5.02,"",-0.26,21432,4.87,"",0.23
2014,State,21,Kentucky,FFS,21589,851348,2.54,"",-0.55,3055,14.15,"",2.56
2014,State,21,Kentucky,MC,418425,7920606,5.28,"",-0.48,18377,4.39,"",0.57
2014,State,22,Louisiana,All,582538,9072284,6.42,"",-0.18,18878,3.24,"",0.02
2014,State,22,Louisiana,FFS,238230,4528785,5.26,"",-0.19,8411,3.53,"",0.06
2014,State,22,Louisiana,MC,344308,4543499,7.58,"",-0.38,10467,3.04,"",0.02
2014,State,23,Maine,All,165770,2603002,6.37,"",-0.51,20700,12.49,"",2.57
2014,State,23,Maine,FFS,165770,2603002,6.37,"",-0.51,20700,12.49,"",2.57
2014,State,23,Maine,MC,0,0,"","","",0,"","",""
2014,State,24,Maryland,All,916088,12644689,7.24,"",-0.08,90764,9.91,"",0.35
2014,State,24,Maryland,FFS,64237,3871332,1.66,"",0.01,8862,13.8,"",-0.77
2014,State,24,Maryland,MC,851851,8773357,9.71,"",-0.36,81902,9.61,"",0.45
2014,State,25,Massachusetts,All,795227,14333178,5.55,"",-0.44,68987,8.68,"",-1.07
2014,State,25,Massachusetts,FFS,319414,6755927,4.73,"",-0.37,30809,9.65,"",-1.34
2014,State,25,Massachusetts,MC,475813,7577251,6.28,"",-0.64,38178,8.02,"",-0.78
2014,State,26,Michigan,All,1985989,22147232,8.97,"",0.27,114804,5.78,"",-0.29
2014,State,26,Michigan,FFS,261233,7839897,3.33,"",0.01,18293,7,"",-1.21
2014,State,26,Michigan,MC,1724756,14307335,12.06,"",0.15,96511,5.6,"",-0.12
2014,State,27,Minnesota,All,766837,11853531,6.47,"",-0.44,58711,7.66,"",-0.16
2014,State,27,Minnesota,FFS,159120,2841596,5.6,"",-0.37,13769,8.65,"",-0.84
2014,State,27,Minnesota,MC,607717,9011935,6.74,"",-0.52,44942,7.4,"",0.09
2014,State,28,Mississippi,All,401779,5516409,7.28,"",-0.23,14043,3.5,"",0.15
2014,State,28,Mississippi,FFS,103629,2622096,3.95,"",-0.34,3878,3.74,"",0.46
2014,State,28,Mississippi,MC,298150,2894313,10.3,"",-0.35,10165,3.41,"",0.03
2014,State,29,Missouri,All,689336,10384504,6.64,"",-0.23,60087,8.72,"",0.3
2014,State,29,Missouri,FFS,689336,10384504,6.64,"",-0.23,60087,8.72,"",0.3
2014,State,29,Missouri,MC,0,0,"","","",0,"","",""
2014,State,30,Montana,All,91528,1123370,8.15,"",-0.28,10398,11.36,"",-0.85
2014,State,30,Montana,FFS,91528,1123370,8.15,"",-0.28,10398,11.36,"",-0.85
2014,State,30,Montana,MC,0,0,"","","",0,"","",""
2014,State,31,Nebraska,All,137228,2224614,6.17,"",-0.25,12979,9.46,"",0.15
2014,State,31,Nebraska,FFS,132985,2100662,6.33,"",-0.22,12930,9.72,"",0.05
2014,State,31,Nebraska,MC,4243,123952,3.42,"",-1.12,49,1.15,"",-1.02
2014,State,32,Nevada,All,464138,4724323,9.82,"",0.45,40819,8.79,"",-2.01
2014,State,32,Nevada,FFS,230767,2370457,9.74,"",0.61,27918,12.1,"",-1.37
2014,State,32,Nevada,MC,233371,2353866,9.91,"",0.03,12901,5.53,"",0.19
2014,State,33,"New Hampshire",All,95010,1512555,6.28,"",-0.37,13435,14.14,"",0.71
2014,State,33,"New Hampshire",FFS,14259,229068,6.22,"",-0.45,1597,11.2,"",-2
2014,State,33,"New Hampshire",MC,80751,1283487,6.29,"",-0.08,11838,14.66,"",-2.27
2014,State,34,"New Jersey",All,750707,14783152,5.08,"",0.34,63035,8.4,"",-1.26
2014,State,34,"New Jersey",FFS,49918,921605,5.42,"",0.06,10558,21.15,"",1.37
2014,State,34,"New Jersey",MC,700789,13861547,5.06,"",0.42,52477,7.49,"",-0.28
2014,State,35,"New Mexico",All,365313,4676329,7.81,"",0.12,21360,5.85,"",-1.52
2014,State,35,"New Mexico",FFS,11957,125780,9.51,"",1.25,259,2.17,"",-2.37
2014,State,35,"New Mexico",MC,353356,4550549,7.77,"",0.12,21101,5.97,"",-1.6
2014,State,36,"New York",All,1963635,60487679,3.25,"",-0.35,179330,9.13,"",0.42
2014,State,36,"New York",FFS,152408,7488751,2.04,"",-0.31,22837,14.98,"",0.26
2014,State,36,"New York",MC,1811227,52998928,3.42,"",-0.37,156493,8.64,"",0.49
2014,State,37,"North Carolina",All,1192423,16278923,7.33,"",-0.52,109482,9.18,"",0.09
2014,State,37,"North Carolina",FFS,1192423,16278923,7.33,"",-0.52,109482,9.18,"",0.09
2014,State,37,"North Carolina",MC,0,0,"","","",0,"","",""
2014,State,38,"North Dakota",All,56037,767635,7.3,"",0.52,4308,7.69,"",-1.01
2014,State,38,"North Dakota",FFS,37136,577825,6.43,"",-0.35,3002,8.08,"",-0.62
2014,State,38,"North Dakota",MC,18901,189810,9.96,"","",1306,6.91,"",""
2014,State,39,Ohio,All,2057249,28841569,7.13,"",-0.47,108863,5.29,"",-0.95
2014,State,39,Ohio,FFS,254076,4492865,5.66,"",-0.18,23011,9.06,"",-0.98
2014,State,39,Ohio,MC,1803173,24348704,7.41,"",-0.82,85852,4.76,"",-0.53
2014,State,40,Oklahoma,All,507923,6099440,8.33,"",-0.51,35812,7.05,"",0.75
2014,State,40,Oklahoma,FFS,507923,6099440,8.33,"",-0.51,35812,7.05,"",0.75
2014,State,40,Oklahoma,MC,0,0,"","","",0,"","",""
2014,State,41,Oregon,All,768391,8128914,9.45,"",-0.34,60957,7.93,"",-2.13
2014,State,41,Oregon,FFS,66456,2061955,3.22,"",0.27,4933,7.42,"",-5.64
2014,State,41,Oregon,MC,701935,6066959,11.57,"",-0.56,56024,7.98,"",-1.83
2014,State,42,Pennsylvania,All,1522237,23879753,6.37,"",-0.32,136730,8.98,"",-0.04
2014,State,42,Pennsylvania,FFS,51833,1303569,3.98,"",-1.18,8342,16.09,"",1.81
2014,State,42,Pennsylvania,MC,1470404,22576184,6.51,"",-0.34,128388,8.73,"",0.13
2014,State,44,"Rhode Island",All,157408,2796857,5.63,"",0.34,9536,6.06,"",-1.65
2014,State,44,"Rhode Island",FFS,12264,283084,4.33,"",0.78,1236,10.08,"",-3.01
2014,State,44,"Rhode Island",MC,145144,2513773,5.77,"",0.08,8300,5.72,"",-1.2
2014,State,45,"South Carolina",All,480977,6764955,7.11,"",0.24,28270,5.88,"",-0.15
2014,State,45,"South Carolina",FFS,56769,1194719,4.75,"",-1.46,3987,7.02,"",-0.14
2014,State,45,"South Carolina",MC,424208,5570236,7.62,"",0.27,24283,5.72,"",0.38
2014,State,46,"South Dakota",All,49072,730128,6.72,"",-0.6,3868,7.88,"",-0.34
2014,State,46,"South Dakota",FFS,49072,730128,6.72,"",-0.6,3868,7.88,"",-0.34
2014,State,46,"South Dakota",MC,0,0,"","","",0,"","",""
2014,State,47,Tennessee,All,1017833,13310032,7.65,"",-1.53,80146,7.87,"",-0.28
2014,State,47,Tennessee,FFS,1017833,12854122,7.92,"",-1.7,80146,7.87,"",-0.28
2014,State,47,Tennessee,MC,0,455910,0,"",0,0,"","",""
2014,State,48,Texas,All,1458071,32359000,4.51,"",-0.49,62522,4.29,"",0.19
2014,State,48,Texas,FFS,142303,5593885,2.54,"",-0.2,7593,5.34,"",0.19
2014,State,48,Texas,MC,1315768,26765115,4.92,"",-0.58,54929,4.17,"",0.18
2014,State,49,Utah,All,233869,2898591,8.07,"",0.12,23269,9.95,"",1.01
2014,State,49,Utah,FFS,82614,1360977,6.07,"",-0.2,8244,9.98,"",0.38
2014,State,49,Utah,MC,151255,1537614,9.84,"",0.55,15025,9.93,"",1.34
2014,State,50,Vermont,All,113791,1397457,8.14,"",-0.71,16103,14.15,"",0.14
2014,State,50,Vermont,FFS,113791,1397457,8.14,"",-0.71,16103,14.15,"",0.14
2014,State,50,Vermont,MC,0,0,"","","",0,"","",""
2014,State,51,Virginia,All,653900,10321510,6.34,"",-0.61,49157,7.52,"",0.43
2014,State,51,Virginia,FFS,83484,2118847,3.94,"",-0.89,8316,9.96,"",-0.35
2014,State,51,Virginia,MC,570416,8202663,6.95,"",-0.63,40841,7.16,"",0.67
2014,State,53,Washington,All,1091405,12121714,9,"",0.18,99978,9.16,"",-1.99
2014,State,53,Washington,FFS,189586,1784644,10.62,"",2.76,15765,8.32,"",-4.11
2014,State,53,Washington,MC,901819,10337070,8.72,"",-0.59,84213,9.34,"",-1.25
2014,State,54,"West Virginia",All,589350,8538277,6.9,"",-0.02,25035,4.25,"",-1.29
2014,State,54,"West Virginia",FFS,479740,6668884,7.19,"",0.21,22396,4.67,"",-1.53
2014,State,54,"West Virginia",MC,109610,1869393,5.86,"",-0.81,2639,2.41,"",-0.1
2014,State,55,Wisconsin,All,944851,10664886,8.86,"",0.01,133749,14.16,"",0.77
2014,State,55,Wisconsin,FFS,939367,10594281,8.87,"",0.02,132381,14.09,"",0.72
2014,State,55,Wisconsin,MC,5484,70605,7.77,"",-0.61,1368,24.95,"",6.48
2014,State,56,Wyoming,All,41162,528045,7.8,"",0.02,4193,10.19,"",-0.08
2014,State,56,Wyoming,FFS,41162,528045,7.8,"",0.02,4193,10.19,"",-0.08
2014,State,56,Wyoming,MC,0,0,"","","",0,"","",""
2013,National,"",National,All,33471552,506882862,6.6,"","",2605496,7.78,"",""
2013,National,"",National,FFS,15528221,240661427,6.45,"","",1363671,8.78,"",""
2013,National,"",National,MC,17943331,266221435,6.74,"","",1241825,6.92,"",""
2013,State,01,Alabama,All,510321,8446768,6.04,"","",22101,4.33,"",""
2013,State,01,Alabama,FFS,510321,8446768,6.04,"","",22101,4.33,"",""
2013,State,01,Alabama,MC,0,0,"","","",0,"","",""
2013,State,02,Alaska,All,73147,954919,7.66,"","",8870,12.13,"",""
2013,State,02,Alaska,FFS,73147,954919,7.66,"","",8870,12.13,"",""
2013,State,02,Alaska,MC,0,0,"","","",0,"","",""
2013,State,04,Arizona,All,1125751,12415553,9.07,"","",122364,10.87,"",""
2013,State,04,Arizona,FFS,9664,65282,14.8,"","",920,9.52,"",""
2013,State,04,Arizona,MC,1116087,12350271,9.04,"","",121444,10.88,"",""
2013,State,05,Arkansas,All,294605,4452007,6.62,"","",12922,4.39,"",""
2013,State,05,Arkansas,FFS,294605,4452007,6.62,"","",12922,4.39,"",""
2013,State,05,Arkansas,MC,0,0,"","","",0,"","",""
2013,State,06,California,All,2994374,48449433,6.18,"","",226301,7.56,"",""
2013,State,06,California,FFS,1103744,20533021,5.38,"","",115990,10.51,"",""
2013,State,06,California,MC,1890630,27916412,6.77,"","",110311,5.83,"",""
2013,State,08,Colorado,All,519796,4700499,11.06,"","",49532,9.53,"",""
2013,State,08,Colorado,FFS,519796,4700499,11.06,"","",49532,9.53,"",""
2013,State,08,Colorado,MC,0,0,"","","",0,"","",""
2013,State,09,Connecticut,All,532452,7584452,7.02,"","",48425,9.09,"",""
2013,State,09,Connecticut,FFS,532452,7584452,7.02,"","",48425,9.09,"",""
2013,State,09,Connecticut,MC,0,0,"","","",0,"","",""
2013,State,10,Delaware,All,185965,2262569,8.22,"","",31501,16.94,"",""
2013,State,10,Delaware,FFS,185965,2124597,8.75,"","",31501,16.94,"",""
2013,State,10,Delaware,MC,0,137972,0,"","",0,"","",""
2013,State,11,"District of Columbia",All,112974,2120973,5.33,"","",5764,5.1,"",""
2013,State,11,"District of Columbia",FFS,49972,900873,5.55,"","",4288,8.58,"",""
2013,State,11,"District of Columbia",MC,63002,1220100,5.16,"","",1476,2.34,"",""
2013,State,12,Florida,All,1477965,26243364,5.63,"","",119466,8.08,"",""
2013,State,12,Florida,FFS,800123,15694110,5.1,"","",60775,7.6,"",""
2013,State,12,Florida,MC,677842,10549254,6.43,"","",58691,8.66,"",""
2013,State,13,Georgia,All,1083656,15734473,6.89,"","",51827,4.78,"",""
2013,State,13,Georgia,FFS,604874,7766135,7.79,"","",43102,7.13,"",""
2013,State,13,Georgia,MC,478782,7968338,6.01,"","",8725,1.82,"",""
2013,State,15,Hawaii,All,166393,2085367,7.98,"","",17698,10.64,"",""
2013,State,15,Hawaii,FFS,1901,7857,24.2,"","",11,0.58,"",""
2013,State,15,Hawaii,MC,164492,2077510,7.92,"","",17687,10.75,"",""
2013,State,16,Idaho,All,175132,2115050,8.28,"","",16043,9.16,"",""
2013,State,16,Idaho,FFS,175132,2115050,8.28,"","",16043,9.16,"",""
2013,State,16,Idaho,MC,0,0,"","","",0,"","",""
2013,State,17,Illinois,All,949106,16695076,5.68,"","",39487,4.16,"",""
2013,State,17,Illinois,FFS,857091,14805047,5.79,"","",32495,3.79,"",""
2013,State,17,Illinois,MC,92015,1890029,4.87,"","",6992,7.6,"",""
2013,State,18,Indiana,All,971079,11136888,8.72,"","",83140,8.56,"",""
2013,State,18,Indiana,FFS,"",10909453,"","","","","","",""
2013,State,18,Indiana,MC,"",227435,"","","","","","",""
2013,State,19,Iowa,All,248968,4126178,6.03,"","",16960,6.81,"",""
2013,State,19,Iowa,FFS,"",4109764,"","","","","","",""
2013,State,19,Iowa,MC,"",16414,"","","","","","",""
2013,State,20,Kansas,All,79649,1090611,7.3,"","",6747,8.47,"",""
2013,State,20,Kansas,FFS,3909,77855,5.02,"","",534,13.66,"",""
2013,State,20,Kansas,MC,75740,1012756,7.48,"","",6213,8.2,"",""
2013,State,21,Kentucky,All,262896,4978458,5.28,"","",12198,4.64,"",""
2013,State,21,Kentucky,FFS,27622,892594,3.09,"","",3201,11.59,"",""
2013,State,21,Kentucky,MC,235274,4085864,5.76,"","",8997,3.82,"",""
2013,State,22,Louisiana,All,715502,10841388,6.6,"","",23057,3.22,"",""
2013,State,22,Louisiana,FFS,321257,5890971,5.45,"","",11147,3.47,"",""
2013,State,22,Louisiana,MC,394245,4950417,7.96,"","",11910,3.02,"",""
2013,State,23,Maine,All,211940,3081312,6.88,"","",21025,9.92,"",""
2013,State,23,Maine,FFS,211940,3081312,6.88,"","",21025,9.92,"",""
2013,State,23,Maine,MC,0,0,"","","",0,"","",""
2013,State,24,Maryland,All,762388,10413094,7.32,"","",72846,9.56,"",""
2013,State,24,Maryland,FFS,56223,3398400,1.65,"","",8193,14.57,"",""
2013,State,24,Maryland,MC,706165,7014694,10.07,"","",64653,9.16,"",""
2013,State,25,Massachusetts,All,761512,12715214,5.99,"","",74258,9.75,"",""
2013,State,25,Massachusetts,FFS,331054,6490356,5.1,"","",36388,10.99,"",""
2013,State,25,Massachusetts,MC,430458,6224858,6.92,"","",37870,8.8,"",""
2013,State,26,Michigan,All,1637722,18823723,8.7,"","",99426,6.07,"",""
2013,State,26,Michigan,FFS,232967,7025166,3.32,"","",19118,8.21,"",""
2013,State,26,Michigan,MC,1404755,11798557,11.91,"","",80308,5.72,"",""
2013,State,27,Minnesota,All,698535,10110092,6.91,"","",54606,7.82,"",""
2013,State,27,Minnesota,FFS,162651,2725448,5.97,"","",15440,9.49,"",""
2013,State,27,Minnesota,MC,535884,7384644,7.26,"","",39166,7.31,"",""
2013,State,28,Mississippi,All,397168,5285453,7.51,"","",13303,3.35,"",""
2013,State,28,Mississippi,FFS,111645,2605279,4.29,"","",3660,3.28,"",""
2013,State,28,Mississippi,MC,285523,2680174,10.65,"","",9643,3.38,"",""
2013,State,29,Missouri,All,783788,11407862,6.87,"","",66028,8.42,"",""
2013,State,29,Missouri,FFS,783788,11407862,6.87,"","",66028,8.42,"",""
2013,State,29,Missouri,MC,0,0,"","","",0,"","",""
2013,State,30,Montana,All,87773,1041207,8.43,"","",10713,12.21,"",""
2013,State,30,Montana,FFS,87773,1041207,8.43,"","",10713,12.21,"",""
2013,State,30,Montana,MC,0,0,"","","",0,"","",""
2013,State,31,Nebraska,All,147751,2302434,6.42,"","",13755,9.31,"",""
